,codigo_iccs,subtipo_objeto_robado,nombre_objeto,cantidad,calibre,clase_arma,calidad_de,fabricacion,fecha_evento,hora_evento,tipo_lugar,lugar,codigo_zona,codigo_distrito,codigo_circuito,codigo_subcircuito,nombre_zona,nombre_distrito,nombre_circuito,nombre_subcircuito,codigo_provincia,codigo_canton,codigo_parroquia,nombre_provincia,nombre_canton,nombre_parroquia,tipo_delito
1070,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,AUTOMÁTICO,APREHENDIDO,IMPORTADA,31/1/2024,15:00,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-GUAYAQUIL,ZONA 8,09D07,09D07C07,09D07C07S02,ZONA 8,PASCUALES,SAN FRANCISCO,SAN FRANCISCO 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
1071,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,TIRO A TIRO,APREHENDIDO,ARTESANAL,31/1/2024,14:00,VIVIENDA/ALOJAMIENTO,CASA/VILLA,ZONA 5,12D04,12D04C06,12D04C06S01,ZONA 5,VENTANAS,VENTANAS SUR,VENTANAS SUR 1,12,1207,120750,LOS RIOS,VENTANAS,VENTANAS,DELITOS CONTRA LA SEGURIDAD PÚBLICA
1072,05.02.013,ARMA DE FUEGO,PISTOLAS,1,.32,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,31/1/2024,14:00,VIVIENDA/ALOJAMIENTO,CASA/VILLA,ZONA 5,12D04,12D04C06,12D04C06S01,ZONA 5,VENTANAS,VENTANAS SUR,VENTANAS SUR 1,12,1207,120750,LOS RIOS,VENTANAS,VENTANAS,DELITOS CONTRA LA SEGURIDAD PÚBLICA
1073,05.02.008,ARMA DE FUEGO,FUSILES,1,9 mm,AUTOMÁTICO,APREHENDIDO,IMPORTADA,31/1/2024,16:30,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 5,09D22,09D22C03,09D22C03S01,ZONA 5,PLAYAS,ENGABAO,ENGABAO 1,9,921,92150,GUAYAS,PLAYAS,GENERAL VILLAMIL (PLAYAS),DELITOS CONTRA LA SEGURIDAD PÚBLICA
1074,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,TIRO A TIRO,RETENIDO,ARTESANAL,31/1/2024,17:30,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 3,16D01,16D01C06,16D01C06S01,ZONA 3,PASTAZA,TARQUI,TARQUI 1,16,1601,160163,PASTAZA,PASTAZA,TARQUI,DELITOS CONTRA LA SEGURIDAD PÚBLICA
1075,05.02.007,ARMA DE FUEGO,ESCOPETA,1,OTRO,TIRO A TIRO,INCAUTADA,ARTESANAL,31/1/2024,15:10,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 4,13D12,13D12C04,13D12C04S01,ZONA 4,ROCAFUERTE,JUNCO,JUNCO 1,13,1315,131550,MANABI,TOSAGUA,TOSAGUA,DELITOS CONTRA EL DERECHO A LA PROPIEDAD
1076,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,SE DESCONOCE,ABANDONADO,IMPORTADA,31/1/2024,15:10,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 4,13D05,13D05C06,13D05C06S02,ZONA 4,EL CARMEN,SAN PEDRO DE SUMA,SAN PEDRO DE SUMA 2,13,1304,130452,MANABI,EL CARMEN,SAN PEDRO DE SUMA,DELITOS CONTRA LA SEGURIDAD PÚBLICA
1077,05.02.013,ARMA DE FUEGO,PISTOLAS,1,.40,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,31/1/2024,13:30,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-GUAYAQUIL,ZONA 8,09D07,09D07C07,09D07C07S02,ZONA 8,PASCUALES,SAN FRANCISCO,SAN FRANCISCO 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
1078,05.02.013,ARMA DE FUEGO,PISTOLAS,1,.38,AUTOMÁTICO,APREHENDIDO,IMPORTADA,31/1/2024,13:30,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-GUAYAQUIL,ZONA 8,09D07,09D07C07,09D07C07S02,ZONA 8,PASCUALES,SAN FRANCISCO,SAN FRANCISCO 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
1079,05.02.013,ARMA DE FUEGO,PISTOLAS,1,.38,AUTOMÁTICO,APREHENDIDO,IMPORTADA,31/1/2024,13:30,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-GUAYAQUIL,ZONA 8,09D07,09D07C07,09D07C07S02,ZONA 8,PASCUALES,SAN FRANCISCO,SAN FRANCISCO 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
1080,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,31/1/2024,13:30,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-GUAYAQUIL,ZONA 8,09D07,09D07C07,09D07C07S02,ZONA 8,PASCUALES,SAN FRANCISCO,SAN FRANCISCO 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
1081,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,31/1/2024,13:30,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-GUAYAQUIL,ZONA 8,09D07,09D07C07,09D07C07S02,ZONA 8,PASCUALES,SAN FRANCISCO,SAN FRANCISCO 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
1082,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,31/1/2024,13:30,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-GUAYAQUIL,ZONA 8,09D07,09D07C07,09D07C07S02,ZONA 8,PASCUALES,SAN FRANCISCO,SAN FRANCISCO 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
1083,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,31/1/2024,13:30,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-GUAYAQUIL,ZONA 8,09D07,09D07C07,09D07C07S02,ZONA 8,PASCUALES,SAN FRANCISCO,SAN FRANCISCO 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
1084,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,31/1/2024,13:30,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-GUAYAQUIL,ZONA 8,09D07,09D07C07,09D07C07S02,ZONA 8,PASCUALES,SAN FRANCISCO,SAN FRANCISCO 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
1085,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,31/1/2024,13:30,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-GUAYAQUIL,ZONA 8,09D07,09D07C07,09D07C07S02,ZONA 8,PASCUALES,SAN FRANCISCO,SAN FRANCISCO 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
1086,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,31/1/2024,13:30,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-GUAYAQUIL,ZONA 8,09D07,09D07C07,09D07C07S02,ZONA 8,PASCUALES,SAN FRANCISCO,SAN FRANCISCO 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
1087,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,31/1/2024,13:30,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-GUAYAQUIL,ZONA 8,09D07,09D07C07,09D07C07S02,ZONA 8,PASCUALES,SAN FRANCISCO,SAN FRANCISCO 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
1088,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,SE DESCONOCE,APREHENDIDO,IMPORTADA,31/1/2024,13:30,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-GUAYAQUIL,ZONA 8,09D07,09D07C07,09D07C07S02,ZONA 8,PASCUALES,SAN FRANCISCO,SAN FRANCISCO 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
1089,05.02.008,ARMA DE FUEGO,FUSILES,1,223(5.56 mm),SE DESCONOCE,APREHENDIDO,IMPORTADA,31/1/2024,13:30,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-GUAYAQUIL,ZONA 8,09D07,09D07C07,09D07C07S02,ZONA 8,PASCUALES,SAN FRANCISCO,SAN FRANCISCO 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
1090,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,SE DESCONOCE,APREHENDIDO,IMPORTADA,31/1/2024,13:30,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-GUAYAQUIL,ZONA 8,09D07,09D07C07,09D07C07S02,ZONA 8,PASCUALES,SAN FRANCISCO,SAN FRANCISCO 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
1091,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SE DESCONOCE,APREHENDIDO,IMPORTADA,31/1/2024,13:30,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-GUAYAQUIL,ZONA 8,09D07,09D07C07,09D07C07S02,ZONA 8,PASCUALES,SAN FRANCISCO,SAN FRANCISCO 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
1092,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SE DESCONOCE,APREHENDIDO,IMPORTADA,31/1/2024,13:30,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-GUAYAQUIL,ZONA 8,09D07,09D07C07,09D07C07S02,ZONA 8,PASCUALES,SAN FRANCISCO,SAN FRANCISCO 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
1093,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,31/1/2024,13:30,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-GUAYAQUIL,ZONA 8,09D07,09D07C07,09D07C07S02,ZONA 8,PASCUALES,SAN FRANCISCO,SAN FRANCISCO 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
1094,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,31/1/2024,13:30,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-GUAYAQUIL,ZONA 8,09D07,09D07C07,09D07C07S02,ZONA 8,PASCUALES,SAN FRANCISCO,SAN FRANCISCO 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
1095,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SE DESCONOCE,APREHENDIDO,IMPORTADA,31/1/2024,13:30,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-GUAYAQUIL,ZONA 8,09D07,09D07C07,09D07C07S02,ZONA 8,PASCUALES,SAN FRANCISCO,SAN FRANCISCO 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
1096,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SE DESCONOCE,APREHENDIDO,IMPORTADA,31/1/2024,13:30,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-GUAYAQUIL,ZONA 8,09D07,09D07C07,09D07C07S02,ZONA 8,PASCUALES,SAN FRANCISCO,SAN FRANCISCO 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
1097,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SE DESCONOCE,APREHENDIDO,IMPORTADA,31/1/2024,13:30,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-GUAYAQUIL,ZONA 8,09D07,09D07C07,09D07C07S02,ZONA 8,PASCUALES,SAN FRANCISCO,SAN FRANCISCO 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
1098,05.02.007,ARMA DE FUEGO,ESCOPETA,1,OTRO,SE DESCONOCE,APREHENDIDO,IMPORTADA,31/1/2024,13:30,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-GUAYAQUIL,ZONA 8,09D07,09D07C07,09D07C07S02,ZONA 8,PASCUALES,SAN FRANCISCO,SAN FRANCISCO 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
1099,05.02.007,ARMA DE FUEGO,ESCOPETA,1,OTRO,SE DESCONOCE,APREHENDIDO,IMPORTADA,31/1/2024,13:30,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-GUAYAQUIL,ZONA 8,09D07,09D07C07,09D07C07S02,ZONA 8,PASCUALES,SAN FRANCISCO,SAN FRANCISCO 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
1100,05.02.008,ARMA DE FUEGO,FUSILES,1,223(5.56 mm),SE DESCONOCE,APREHENDIDO,IMPORTADA,31/1/2024,13:30,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-GUAYAQUIL,ZONA 8,09D07,09D07C07,09D07C07S02,ZONA 8,PASCUALES,SAN FRANCISCO,SAN FRANCISCO 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
1101,05.02.008,ARMA DE FUEGO,FUSILES,1,223(5.56 mm),SE DESCONOCE,APREHENDIDO,IMPORTADA,31/1/2024,13:30,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-GUAYAQUIL,ZONA 8,09D07,09D07C07,09D07C07S02,ZONA 8,PASCUALES,SAN FRANCISCO,SAN FRANCISCO 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
1102,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,31/1/2024,13:30,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-GUAYAQUIL,ZONA 8,09D07,09D07C07,09D07C07S02,ZONA 8,PASCUALES,SAN FRANCISCO,SAN FRANCISCO 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
1103,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SE DESCONOCE,APREHENDIDO,IMPORTADA,31/1/2024,13:30,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-GUAYAQUIL,ZONA 8,09D07,09D07C07,09D07C07S02,ZONA 8,PASCUALES,SAN FRANCISCO,SAN FRANCISCO 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
1104,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SE DESCONOCE,APREHENDIDO,IMPORTADA,31/1/2024,13:30,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-GUAYAQUIL,ZONA 8,09D07,09D07C07,09D07C07S02,ZONA 8,PASCUALES,SAN FRANCISCO,SAN FRANCISCO 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
1105,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SE DESCONOCE,APREHENDIDO,IMPORTADA,31/1/2024,13:30,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-GUAYAQUIL,ZONA 8,09D07,09D07C07,09D07C07S02,ZONA 8,PASCUALES,SAN FRANCISCO,SAN FRANCISCO 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
1106,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,31/1/2024,13:30,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-GUAYAQUIL,ZONA 8,09D07,09D07C07,09D07C07S02,ZONA 8,PASCUALES,SAN FRANCISCO,SAN FRANCISCO 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
1107,05.02.013,ARMA DE FUEGO,PISTOLAS,1,.40,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,31/1/2024,13:30,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-GUAYAQUIL,ZONA 8,09D07,09D07C07,09D07C07S02,ZONA 8,PASCUALES,SAN FRANCISCO,SAN FRANCISCO 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
1108,05.02.007,ARMA DE FUEGO,ESCOPETA,1,OTRO,TIRO A TIRO,APREHENDIDO,IMPORTADA,31/1/2024,18:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 5,09D22,09D22C03,09D22C03S01,ZONA 5,PLAYAS,ENGABAO,ENGABAO 1,9,921,92150,GUAYAS,PLAYAS,GENERAL VILLAMIL (PLAYAS),DELITOS CONTRA LA SEGURIDAD PÚBLICA
1109,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,TIRO A TIRO,APREHENDIDO,IMPORTADA,31/1/2024,18:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 5,09D22,09D22C03,09D22C03S01,ZONA 5,PLAYAS,ENGABAO,ENGABAO 1,9,921,92150,GUAYAS,PLAYAS,GENERAL VILLAMIL (PLAYAS),DELITOS CONTRA LA SEGURIDAD PÚBLICA
1110,05.02.007,ARMA DE FUEGO,ESCOPETA,1,OTRO,TIRO A TIRO,APREHENDIDO,ARTESANAL,31/1/2024,18:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 5,09D22,09D22C03,09D22C03S01,ZONA 5,PLAYAS,ENGABAO,ENGABAO 1,9,921,92150,GUAYAS,PLAYAS,GENERAL VILLAMIL (PLAYAS),DELITOS CONTRA LA SEGURIDAD PÚBLICA
1111,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,TIRO A TIRO,RETENIDO,IMPORTADA,30/1/2024,9:10,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 8,09D07,09D07C03,09D07C03S01,ZONA 8,PASCUALES,BASTION POPULAR NORTE,BASTION POPULAR NORTE 1,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA
1112,05.02.007,ARMA DE FUEGO,ESCOPETA,1,OTRO,TIRO A TIRO,INCAUTADA,ARTESANAL,31/1/2024,14:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 1,08D04,08D04C01,08D04C01S01,ZONA 1,QUININDE,CUPA,CUPA 1,8,804,80450,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),DELITOS CONTRA LA SEGURIDAD PÚBLICA
1113,05.02.007,ARMA DE FUEGO,ESCOPETA,1,OTRO,TIRO A TIRO,INCAUTADA,ARTESANAL,31/1/2024,14:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 1,08D04,08D04C01,08D04C01S01,ZONA 1,QUININDE,CUPA,CUPA 1,8,804,80450,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),DELITOS CONTRA LA SEGURIDAD PÚBLICA
1114,05.02.007,ARMA DE FUEGO,ESCOPETA,1,OTRO,TIRO A TIRO,INCAUTADA,ARTESANAL,31/1/2024,14:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 1,08D04,08D04C01,08D04C01S01,ZONA 1,QUININDE,CUPA,CUPA 1,8,804,80450,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),DELITOS CONTRA LA SEGURIDAD PÚBLICA
1115,05.02.007,ARMA DE FUEGO,ESCOPETA,1,.22,TIRO A TIRO,INCAUTADA,IMPORTADA,31/1/2024,14:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 1,08D04,08D04C01,08D04C01S01,ZONA 1,QUININDE,CUPA,CUPA 1,8,804,80450,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),DELITOS CONTRA LA SEGURIDAD PÚBLICA
1116,05.02.007,ARMA DE FUEGO,ESCOPETA,1,OTRO,TIRO A TIRO,INCAUTADA,ARTESANAL,31/1/2024,14:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 1,08D04,08D04C01,08D04C01S01,ZONA 1,QUININDE,CUPA,CUPA 1,8,804,80450,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),DELITOS CONTRA LA SEGURIDAD PÚBLICA
1117,05.02.007,ARMA DE FUEGO,ESCOPETA,1,OTRO,TIRO A TIRO,INCAUTADA,ARTESANAL,31/1/2024,14:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 1,08D04,08D04C01,08D04C01S01,ZONA 1,QUININDE,CUPA,CUPA 1,8,804,80450,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),DELITOS CONTRA LA SEGURIDAD PÚBLICA
1118,05.02.007,ARMA DE FUEGO,ESCOPETA,1,OTRO,TIRO A TIRO,INCAUTADA,ARTESANAL,31/1/2024,14:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 1,08D04,08D04C01,08D04C01S01,ZONA 1,QUININDE,CUPA,CUPA 1,8,804,80450,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),DELITOS CONTRA LA SEGURIDAD PÚBLICA
1119,05.02.007,ARMA DE FUEGO,ESCOPETA,1,OTRO,TIRO A TIRO,INCAUTADA,ARTESANAL,31/1/2024,14:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 1,08D04,08D04C01,08D04C01S01,ZONA 1,QUININDE,CUPA,CUPA 1,8,804,80450,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),DELITOS CONTRA LA SEGURIDAD PÚBLICA
1120,05.02.007,ARMA DE FUEGO,ESCOPETA,1,OTRO,TIRO A TIRO,INCAUTADA,ARTESANAL,31/1/2024,14:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 1,08D04,08D04C01,08D04C01S01,ZONA 1,QUININDE,CUPA,CUPA 1,8,804,80450,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),DELITOS CONTRA LA SEGURIDAD PÚBLICA
1121,05.02.007,ARMA DE FUEGO,ESCOPETA,1,OTRO,TIRO A TIRO,INCAUTADA,ARTESANAL,31/1/2024,14:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 1,08D04,08D04C01,08D04C01S01,ZONA 1,QUININDE,CUPA,CUPA 1,8,804,80450,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),DELITOS CONTRA LA SEGURIDAD PÚBLICA
1122,05.02.007,ARMA DE FUEGO,ESCOPETA,1,OTRO,TIRO A TIRO,INCAUTADA,ARTESANAL,31/1/2024,14:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 1,08D04,08D04C01,08D04C01S01,ZONA 1,QUININDE,CUPA,CUPA 1,8,804,80450,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),DELITOS CONTRA LA SEGURIDAD PÚBLICA
1123,05.02.007,ARMA DE FUEGO,ESCOPETA,1,OTRO,TIRO A TIRO,INCAUTADA,ARTESANAL,31/1/2024,14:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 1,08D04,08D04C01,08D04C01S01,ZONA 1,QUININDE,CUPA,CUPA 1,8,804,80450,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),DELITOS CONTRA LA SEGURIDAD PÚBLICA
1124,05.02.007,ARMA DE FUEGO,ESCOPETA,1,OTRO,TIRO A TIRO,INCAUTADA,ARTESANAL,31/1/2024,14:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 1,08D04,08D04C01,08D04C01S01,ZONA 1,QUININDE,CUPA,CUPA 1,8,804,80450,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),DELITOS CONTRA LA SEGURIDAD PÚBLICA
1125,05.02.007,ARMA DE FUEGO,ESCOPETA,1,OTRO,TIRO A TIRO,INCAUTADA,ARTESANAL,31/1/2024,14:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 1,08D04,08D04C01,08D04C01S01,ZONA 1,QUININDE,CUPA,CUPA 1,8,804,80450,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),DELITOS CONTRA LA SEGURIDAD PÚBLICA
1126,05.02.007,ARMA DE FUEGO,ESCOPETA,1,OTRO,TIRO A TIRO,INCAUTADA,ARTESANAL,31/1/2024,14:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 1,08D04,08D04C01,08D04C01S01,ZONA 1,QUININDE,CUPA,CUPA 1,8,804,80450,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),DELITOS CONTRA LA SEGURIDAD PÚBLICA
1127,05.02.007,ARMA DE FUEGO,ESCOPETA,1,OTRO,TIRO A TIRO,INCAUTADA,ARTESANAL,31/1/2024,14:00,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 1,08D04,08D04C01,08D04C01S01,ZONA 1,QUININDE,CUPA,CUPA 1,8,804,80450,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),DELITOS CONTRA LA SEGURIDAD PÚBLICA
