,Column1,Nombre Común,Nombre Inglés,Nombre Portugués,Nombre Científico,Registros
938,939,Carpintero Pechinegro Amazónico,Amazonian Black-breasted Woodpecker,No Existe Registro,Celeus occidentalis,1
939,940,Carpintero Flavo,Cream-colored Woodpecker,Pica-pau-amarelo,Celeus flavus,1
940,941,Carpintero Elegante,Chestnut Woodpecker,Pica-pau-chocolate,Celeus elegans,1
941,942,Carpintero Garganta Estriada,Lineated Woodpecker,Pica-pau-de-banda-branca,Hylatomus lineatus,6
942,943,Carpintero Penachiamarillo,Yellow-tufted Woodpecker,Benedito-de-testa-vermelha,Melanerpes cruentatus,8
943,944,Carpintero Cara Negra,Black-cheeked Woodpecker,No Existe Registro,Melanerpes pucherani,8
944,945,Carpintero Oliva Oscuro,Smoky-brown Woodpecker,No Existe Registro,Leuconotopicus fumigatus,3
945,946,Carpintero Culirrrojo,Red-rumped Woodpecker,Pica-pau-de-sobre-vermelho,Veniliornis kirkii,1
946,947,Carpintero Dorsiescarlata,Scarlet-backed Woodpecker,No Existe Registro,Veniliornis callonotus,10
947,948,Carpintero Ventriamarillo,Yellow-vented Woodpecker,No Existe Registro,Veniliornis dignus,1
